employee_id,department,job_level,location,gender,ethnicity,hire_date,tenure_months,performance_score,engagement_score,absence_days_ytd,left_company,exit_reason,exit_date,dq_missing_exit_date,tenure_band,salary_proxy,replacement_cost_est,flight_risk_score,high_risk_employee,hire_year
EMP01361,Sales & Commercial,Senior Analyst,London,Female,Black / African / Caribbean,2024-05-01,8.0,3.7,3.4,9.0,0,,,0,7-12m,52000,31200.0,1.48,0,2024.0
EMP02188,Technology,Manager,Dublin,Female,Mixed / Multiple ethnic groups,2022-11-30,25.0,4.0,1.8,8.0,0,,,0,25-36m,68000,40800.0,2.32,1,2022.0
EMP01063,Customer Success,Senior Analyst,Manchester,Male,White,2023-05-01,20.0,3.9,3.3,13.0,0,,,0,13-24m,52000,31200.0,1.46,0,2023.0
EMP01219,Finance,Senior Analyst,Amsterdam,Female,White,2022-12-30,24.0,4.6,5.0,0.0,0,,,0,13-24m,52000,31200.0,0.16,0,2022.0
EMP01717,Customer Success,Senior Manager,Dublin,Female,Asian / Asian British,2020-03-29,57.0,4.4,2.8,7.0,0,,,0,37-60m,88000,52800.0,1.56,0,2020.0
EMP02184,Legal & Compliance,Senior Analyst,Amsterdam,Male,White,2023-12-01,13.0,3.0,3.9,18.0,0,,,0,13-24m,52000,31200.0,1.46,0,2023.0
EMP01954,Legal & Compliance,Senior Manager,Manchester,Female,Asian / Asian British,2021-09-29,39.0,3.0,3.8,6.0,0,,,0,37-60m,88000,52800.0,1.52,0,2021.0
EMP01276,Operations,Manager,London,Male,White,2021-08-29,40.0,3.6,2.1,7.0,0,,,0,37-60m,68000,40800.0,2.3,1,2021.0
EMP01909,Sales & Commercial,Analyst,London,Female,Black / African / Caribbean,2023-06-01,19.0,2.7,3.2,17.0,0,,,0,13-24m,38000,22800.0,2.0,0,2023.0
EMP02140,Operations,Senior Analyst,London,Female,White,2022-12-30,24.0,2.6,3.7,0.0,0,,,0,13-24m,52000,31200.0,1.74,0,2022.0
EMP01962,Finance,Manager,London,Not disclosed,Mixed / Multiple ethnic groups,2022-11-30,25.0,3.8,3.4,8.0,0,,,0,25-36m,68000,40800.0,1.44,0,2022.0
EMP01991,Customer Success,Analyst,London,Female,White,2024-08-31,4.0,3.4,3.8,10.0,0,,,0,0-6m,38000,22800.0,1.36,0,2024.0
EMP02099,Customer Success,Analyst,London,Male,Not disclosed,2024-04-01,9.0,2.1,3.3,7.0,1,Compensation,2024-10-10,0,7-12m,38000,22800.0,2.18,1,2024.0
EMP01723,Technology,Manager,London,Female,Black / African / Caribbean,2021-03-30,45.0,3.1,4.0,14.0,0,,,0,37-60m,68000,40800.0,1.36,0,2021.0
EMP01236,Customer Success,Analyst,Dublin,Male,White,2023-01-30,23.0,3.0,3.4,0.0,0,,,0,13-24m,38000,22800.0,1.76,0,2023.0
EMP01913,Finance,Analyst,Dublin,Male,White,2023-06-01,19.0,4.8,3.0,7.0,0,,,0,13-24m,38000,22800.0,1.28,0,2023.0
EMP01553,Operations,Analyst,Dublin,Female,White,2022-08-30,28.0,3.6,4.1,10.0,0,,,0,25-36m,38000,22800.0,1.1,0,2022.0
EMP01579,Operations,Analyst,Dublin,Male,Asian / Asian British,2024-04-01,9.0,4.2,4.7,6.0,0,,,0,7-12m,38000,22800.0,0.5,0,2024.0
EMP01825,Operations,Senior Analyst,London,Male,White,2023-03-01,22.0,3.5,1.0,15.0,0,,,0,13-24m,52000,31200.0,3.0,1,2023.0
EMP01101,Technology,Analyst,Amsterdam,Female,White,2023-08-01,17.0,3.5,2.7,0.0,1,Better opportunity,2023-10-16,0,13-24m,38000,22800.0,1.98,0,2023.0
EMP01473,Technology,Senior Manager,Amsterdam,Female,White,2018-07-28,77.0,4.0,4.1,7.0,0,,,0,60m+,88000,52800.0,0.94,0,2018.0
EMP01183,Legal & Compliance,Director,Manchester,Male,Black / African / Caribbean,2020-01-28,59.0,3.6,2.3,2.0,0,,,0,37-60m,118000,70800.0,2.18,1,2020.0
EMP01333,Technology,Manager,London,Female,White,2021-05-30,43.0,3.1,4.8,5.0,0,,,0,37-60m,68000,40800.0,0.88,0,2021.0
EMP01670,Sales & Commercial,Manager,Dublin,Non-binary / prefer not to say,White,2022-04-30,32.0,3.5,4.0,0.0,0,,,0,25-36m,68000,40800.0,1.2,0,2022.0
EMP02200,Technology,Manager,Dublin,Female,White,2022-08-30,28.0,3.4,3.2,10.0,0,,,0,25-36m,68000,40800.0,1.72,0,2022.0
EMP01969,Operations,Manager,London,Male,White,2022-01-29,35.0,4.2,5.0,6.0,0,,,0,25-36m,68000,40800.0,0.32,0,2022.0
EMP01917,Sales & Commercial,Senior Analyst,Manchester,Female,White,2021-12-29,36.0,5.0,4.0,12.0,0,,,0,25-36m,52000,31200.0,0.6,0,2021.0
EMP01882,Finance,Analyst,London,Male,White,2023-12-31,12.0,1.6,3.2,8.0,0,,,0,7-12m,38000,22800.0,2.44,1,2023.0
EMP01259,Operations,Analyst,London,Male,White,2024-12-01,1.0,3.9,3.9,4.0,0,,,0,0-6m,38000,22800.0,1.1,0,2024.0
EMP01139,Sales & Commercial,Analyst,Dublin,Female,Asian / Asian British,2021-06-29,42.0,3.5,1.3,3.0,0,,,0,37-60m,38000,22800.0,2.82,1,2021.0
EMP01866,Operations,Manager,London,Male,Asian / Asian British,2022-03-31,33.0,4.6,4.4,8.0,1,Career growth,2024-02-29,0,25-36m,68000,40800.0,0.52,0,2022.0
EMP01892,People & Culture,Director,Amsterdam,Female,White,2018-08-27,76.0,4.1,3.6,14.0,0,,,0,60m+,118000,70800.0,1.2,0,2018.0
EMP01535,Customer Success,Analyst,Dublin,Female,Other / prefer not to say,2023-03-01,22.0,2.5,3.6,10.0,0,,,0,13-24m,38000,22800.0,1.84,0,2023.0
EMP01377,People & Culture,Analyst,London,Male,Mixed / Multiple ethnic groups,2024-12-01,1.0,3.1,3.2,10.0,0,,,0,0-6m,38000,22800.0,1.84,0,2024.0
EMP01594,Sales & Commercial,Manager,London,Female,Black / African / Caribbean,2022-01-29,35.0,3.7,3.3,8.0,0,,,0,25-36m,68000,40800.0,1.54,0,2022.0
EMP02115,Operations,Director,Amsterdam,Female,White,2016-07-26,101.0,3.7,3.0,13.0,0,,,0,60m+,118000,70800.0,1.72,0,2016.0
EMP01587,Technology,Manager,London,Male,White,2022-02-28,34.0,1.6,3.1,12.0,1,Better opportunity,2023-11-01,0,25-36m,68000,40800.0,2.5,1,2022.0
EMP01041,Technology,Senior Manager,Manchester,Male,Other / prefer not to say,2019-12-28,60.0,4.1,2.8,8.0,0,,,0,37-60m,88000,52800.0,1.68,0,2019.0
EMP01984,Technology,Senior Analyst,London,Female,White,2023-08-01,17.0,2.4,4.3,5.0,0,,,0,13-24m,52000,31200.0,1.46,0,2023.0
EMP01891,Customer Success,Manager,London,Male,White,2022-10-30,26.0,2.9,1.4,10.0,1,Better opportunity,2023-06-03,0,25-36m,68000,40800.0,3.0,1,2022.0
EMP01073,Technology,Manager,Amsterdam,Female,Not disclosed,2022-03-31,33.0,3.4,3.6,2.0,0,,,0,25-36m,68000,40800.0,1.48,0,2022.0
EMP01758,Operations,Senior Analyst,London,Female,Asian / Asian British,2023-07-01,18.0,2.8,3.2,9.0,0,,,0,13-24m,52000,31200.0,1.96,0,2023.0
EMP01503,Sales & Commercial,Senior Analyst,London,Female,Asian / Asian British,2022-11-30,25.0,3.4,3.4,13.0,0,,,0,25-36m,52000,31200.0,1.6,0,2022.0
EMP01548,Finance,Analyst,Manchester,Male,White,2023-12-31,12.0,3.3,4.9,2.0,0,,,0,7-12m,38000,22800.0,0.74,0,2023.0
EMP01085,Sales & Commercial,Senior Analyst,Manchester,Female,White,2022-01-29,35.0,4.8,4.1,7.0,0,,,0,25-36m,52000,31200.0,0.62,0,2022.0
EMP01033,Technology,Analyst,Lagos,Male,Black / African / Caribbean,2024-10-31,2.0,4.1,3.8,10.0,0,,,0,0-6m,38000,22800.0,1.08,0,2024.0
EMP01309,Customer Success,Manager,London,Female,Asian / Asian British,2021-08-29,40.0,3.25,4.7,7.0,0,,,0,37-60m,68000,40800.0,0.88,0,2021.0
EMP01886,Technology,Senior Analyst,London,Female,Asian / Asian British,2023-07-01,18.0,2.3,4.5,15.0,0,,,0,13-24m,52000,31200.0,1.38,0,2023.0
EMP01956,Sales & Commercial,Analyst,London,Female,White,2024-06-01,7.0,4.4,3.7,5.0,0,,,0,7-12m,38000,22800.0,1.02,0,2024.0
EMP01873,Finance,Analyst,Dublin,Male,Black / African / Caribbean,2023-08-31,16.0,2.5,3.1,9.0,0,,,0,13-24m,38000,22800.0,2.14,1,2023.0
EMP01192,People & Culture,Analyst,Amsterdam,Male,Not disclosed,2022-10-30,26.0,3.2,4.6,11.0,0,,,0,25-36m,38000,22800.0,0.96,0,2022.0
EMP01570,Sales & Commercial,Senior Analyst,Manchester,Male,White,2023-07-01,18.0,2.5,5.0,8.0,0,,,0,13-24m,52000,31200.0,1.0,0,2023.0
EMP02091,Legal & Compliance,Manager,London,Male,Black / African / Caribbean,2022-12-30,24.0,3.1,3.9,10.0,0,,,0,13-24m,68000,40800.0,1.42,0,2022.0
EMP01665,Technology,Director,Manchester,Female,White,2018-10-27,74.0,3.3,3.5,3.0,0,,,0,60m+,118000,70800.0,1.58,0,2018.0
EMP01369,Technology,Manager,Manchester,Female,White,2021-02-27,46.0,3.3,3.7,12.0,1,Better opportunity,2022-08-17,0,37-60m,68000,40800.0,1.46,0,2021.0
EMP01278,Finance,Manager,London,Female,White,2022-02-28,34.0,3.4,4.0,10.0,0,,,0,25-36m,68000,40800.0,1.24,0,2022.0
EMP01922,Operations,Senior Analyst,London,Female,White,2022-03-31,33.0,2.1,3.1,1.0,1,Career growth,2023-04-26,0,25-36m,52000,31200.0,2.3,1,2022.0
EMP01782,Operations,Senior Manager,London,Male,White,2020-04-28,56.0,3.4,3.2,14.0,0,,,0,37-60m,88000,52800.0,1.72,0,2020.0
EMP01435,Technology,Senior Manager,London,Male,White,2020-12-28,48.0,3.4,3.8,11.0,0,,,0,37-60m,88000,52800.0,1.36,0,2020.0
EMP01071,Customer Success,Manager,London,Male,White,2023-03-01,22.0,2.8,3.3,7.0,0,,,0,13-24m,68000,40800.0,1.9,0,2023.0
EMP01595,People & Culture,Analyst,London,Female,Black / African / Caribbean,2024-07-01,6.0,2.9,3.3,9.0,0,,,0,0-6m,38000,22800.0,1.86,0,2024.0
EMP01591,Technology,Analyst,London,Female,White,2023-03-01,22.0,2.8,3.3,0.0,0,,,0,13-24m,38000,22800.0,1.9,0,2023.0
EMP02038,Customer Success,Analyst,Manchester,Not disclosed,White,2024-12-01,1.0,3.7,2.2,22.0,1,Compensation,2025-01-31,0,0-6m,38000,22800.0,2.2,1,2024.0
EMP01671,Technology,Senior Manager,Dublin,Female,Black / African / Caribbean,2020-01-28,59.0,3.3,3.8,11.0,0,,,0,37-60m,88000,52800.0,1.4,0,2020.0
EMP02072,Sales & Commercial,Senior Analyst,Dublin,Female,White,2021-08-29,40.0,3.1,2.6,3.0,0,,,0,37-60m,52000,31200.0,2.2,1,2021.0
EMP01391,Marketing,Manager,Dublin,Male,White,2022-03-31,33.0,3.2,3.8,4.0,1,Work-life balance,2022-11-12,0,25-36m,68000,40800.0,1.44,0,2022.0
EMP01559,Customer Success,Analyst,London,Non-binary / prefer not to say,Asian / Asian British,2022-09-30,27.0,3.2,3.7,4.0,0,,,0,25-36m,38000,22800.0,1.5,0,2022.0
EMP02061,People & Culture,Manager,London,Female,White,2021-10-29,38.0,4.2,3.3499999999999996,7.0,0,,,0,37-60m,68000,40800.0,1.31,0,2021.0
EMP01133,Technology,Analyst,London,Male,Other / prefer not to say,2024-01-31,11.0,3.2,3.7,0.0,0,,,0,7-12m,38000,22800.0,1.5,0,2024.0
EMP01223,Technology,Analyst,London,Female,Other / prefer not to say,2023-10-01,15.0,3.6,4.5,4.0,0,,,0,13-24m,38000,22800.0,0.86,0,2023.0
EMP02082,Technology,Senior Analyst,Manchester,Male,Black / African / Caribbean,2023-12-01,13.0,3.8,3.1,6.0,0,,,0,13-24m,52000,31200.0,1.62,0,2023.0
EMP01268,Customer Success,Senior Analyst,Dublin,Female,White,2023-12-01,13.0,3.0,2.8,7.0,0,,,0,13-24m,52000,31200.0,2.12,1,2023.0
EMP01970,Operations,Senior Analyst,Dublin,Female,Mixed / Multiple ethnic groups,2023-06-01,19.0,3.3,5.0,9.0,0,,,0,13-24m,52000,31200.0,0.68,0,2023.0
EMP01082,Finance,Manager,Amsterdam,Male,White,2022-09-30,27.0,4.3,3.2,0.0,0,,,0,25-36m,68000,40800.0,1.36,0,2022.0
EMP01780,Finance,Senior Manager,Dublin,Female,White,2019-11-28,61.0,4.6,2.8,3.0,0,,,0,60m+,88000,52800.0,1.48,0,2019.0
EMP01599,Technology,Analyst,London,Male,White,2024-07-01,6.0,3.5,3.6,7.0,0,,,0,0-6m,38000,22800.0,1.44,0,2024.0
EMP01116,People & Culture,Manager,Lagos,Male,Mixed / Multiple ethnic groups,2022-06-30,30.0,4.6,3.7,8.0,0,,,0,25-36m,68000,40800.0,0.94,0,2022.0
EMP01650,Operations,Manager,London,Non-binary / prefer not to say,White,2022-07-31,29.0,3.7,4.0,4.0,0,,,0,25-36m,68000,40800.0,1.12,0,2022.0
EMP01852,Customer Success,Senior Analyst,London,Female,Black / African / Caribbean,2022-11-30,25.0,3.1,2.9,6.0,0,,,0,25-36m,52000,31200.0,2.02,1,2022.0
EMP01888,Sales & Commercial,Manager,Amsterdam,Male,Mixed / Multiple ethnic groups,2022-02-28,34.0,3.1,2.1,10.0,1,Better opportunity,2024-01-12,0,25-36m,68000,40800.0,2.5,1,2022.0
EMP01209,Technology,Manager,Dublin,Male,White,2021-07-30,41.0,3.2,4.1,3.0,1,Better opportunity,2023-08-18,0,37-60m,68000,40800.0,1.26,0,2021.0
EMP01345,Sales & Commercial,Director,Manchester,Male,Not disclosed,2018-12-27,72.0,4.3,4.7,7.0,0,,,0,60m+,118000,70800.0,0.46,0,2018.0
EMP01330,Sales & Commercial,Senior Analyst,Manchester,Male,Asian / Asian British,2022-04-30,32.0,3.8,2.6,11.0,1,Compensation,2024-05-06,0,25-36m,52000,31200.0,1.92,0,2022.0
EMP02118,People & Culture,Senior Analyst,London,Non-binary / prefer not to say,Black / African / Caribbean,2023-08-31,16.0,2.5,3.5,5.0,0,,,0,13-24m,52000,31200.0,1.9,0,2023.0
EMP01015,Technology,Manager,Manchester,Male,Asian / Asian British,2021-11-29,37.0,3.1,5.0,6.0,0,,,0,37-60m,68000,40800.0,0.76,0,2021.0
EMP01540,Technology,Senior Analyst,London,Female,White,2021-01-28,47.0,3.1,3.5,12.0,0,,,0,37-60m,52000,31200.0,1.66,0,2021.0
EMP01484,Finance,Senior Manager,London,Female,Not disclosed,2020-01-28,59.0,3.1,3.0,0.0,0,,,0,37-60m,88000,52800.0,1.96,0,2020.0
EMP01598,Technology,Analyst,London,Male,White,2024-12-01,1.0,2.5,2.2,7.0,0,,,0,0-6m,38000,22800.0,2.68,1,2024.0
EMP01722,Technology,Analyst,London,Female,White,2024-12-01,1.0,3.3,2.3,8.0,1,Better opportunity,2025-01-31,0,0-6m,38000,22800.0,2.3,1,2024.0
EMP01787,Operations,Manager,London,Non-binary / prefer not to say,White,2023-01-30,23.0,4.7,3.8,1.0,0,,,0,13-24m,68000,40800.0,0.84,0,2023.0
EMP01680,People & Culture,Senior Analyst,Lagos,Male,White,2023-08-31,16.0,4.0,4.9,7.0,0,,,0,13-24m,52000,31200.0,0.46,0,2023.0
EMP01618,Sales & Commercial,Manager,London,Female,White,2021-12-29,36.0,3.9,2.8,8.0,0,,,0,25-36m,68000,40800.0,1.76,0,2021.0
EMP02170,Sales & Commercial,Manager,Amsterdam,Male,Asian / Asian British,2024-03-01,10.0,3.4,4.6,6.0,0,,,0,7-12m,68000,40800.0,0.88,0,2024.0
EMP01957,Operations,Analyst,Dublin,Female,Black / African / Caribbean,2024-12-01,1.0,2.7,2.8,0.0,1,Management,2025-01-31,0,0-6m,38000,22800.0,2.24,1,2024.0
EMP01988,Operations,Manager,Manchester,Male,Asian / Asian British,2023-08-31,16.0,3.5,3.1,7.0,0,,,0,13-24m,68000,40800.0,1.74,0,2023.0
EMP02191,Technology,Senior Analyst,Lagos,Male,White,2022-08-30,28.0,3.0,4.4,14.0,0,,,0,25-36m,52000,31200.0,1.16,0,2022.0
EMP01007,Technology,Manager,London,Female,White,2023-03-01,22.0,4.4,3.7,16.0,0,,,0,13-24m,68000,40800.0,1.02,0,2023.0
EMP01448,Customer Success,Senior Manager,London,Female,Asian / Asian British,2020-06-28,54.0,3.7,2.9,7.0,0,,,0,37-60m,88000,52800.0,1.78,0,2020.0
EMP01817,Operations,Senior Analyst,London,Male,Mixed / Multiple ethnic groups,2023-08-01,17.0,2.9,3.3,3.0,0,,,0,13-24m,52000,31200.0,1.86,0,2023.0
EMP01368,Legal & Compliance,Analyst,London,Male,White,2023-12-31,12.0,2.7,4.3,4.0,0,,,0,7-12m,38000,22800.0,1.34,0,2023.0
EMP02173,Finance,Manager,Amsterdam,Male,Asian / Asian British,2022-09-30,27.0,3.9,3.2,5.0,0,,,0,25-36m,68000,40800.0,1.52,0,2022.0
EMP01685,Legal & Compliance,Analyst,Dublin,Female,Black / African / Caribbean,2024-05-01,8.0,3.9,4.9,12.0,0,,,0,7-12m,38000,22800.0,0.5,0,2024.0
EMP02044,Finance,Director,Lagos,Male,White,2020-02-27,58.0,3.7,3.5,10.0,1,Management,2021-07-04,0,37-60m,118000,70800.0,1.42,0,2020.0
EMP01376,Sales & Commercial,Analyst,London,Female,Asian / Asian British,2023-12-31,12.0,3.7,3.1,14.0,0,,,0,7-12m,38000,22800.0,1.66,0,2023.0
EMP01549,Operations,Manager,London,Female,White,2022-07-31,29.0,4.0,3.2,0.0,0,,,0,25-36m,68000,40800.0,1.48,0,2022.0
EMP01027,Technology,Senior Analyst,London,Male,Black / African / Caribbean,2023-10-01,15.0,3.0,3.1,15.0,1,Compensation,2024-04-03,0,13-24m,52000,31200.0,1.94,0,2023.0
EMP01896,Technology,Manager,London,Female,White,2021-03-30,45.0,3.5,4.0,11.0,0,,,0,37-60m,68000,40800.0,1.2,0,2021.0
EMP02156,Customer Success,Analyst,Manchester,Female,Black / African / Caribbean,2024-10-01,3.0,1.8,3.2,7.0,1,Work-life balance,2024-12-07,0,0-6m,38000,22800.0,2.36,1,2024.0
EMP01542,Finance,Manager,Manchester,Male,Not disclosed,2021-06-29,42.0,1.8,3.7,11.0,0,,,0,37-60m,68000,40800.0,2.06,1,2021.0
EMP01486,Legal & Compliance,Senior Manager,Lagos,Male,Black / African / Caribbean,2020-12-28,48.0,4.6,3.5,8.0,0,,,0,37-60m,88000,52800.0,1.06,0,2020.0
EMP02080,Legal & Compliance,Analyst,London,Female,White,2022-10-30,26.0,3.1,3.0,10.0,0,,,0,25-36m,38000,22800.0,1.96,0,2022.0
EMP02161,Customer Success,Analyst,London,Female,White,2024-12-01,1.0,2.1,3.9,8.0,1,Compensation,2025-01-30,0,0-6m,38000,22800.0,1.82,0,2024.0
EMP01863,Operations,Senior Manager,London,Non-binary / prefer not to say,Asian / Asian British,2019-07-29,65.0,3.5,2.9,7.0,0,,,0,60m+,88000,52800.0,1.86,0,2019.0
EMP01767,Customer Success,Analyst,Lagos,Male,Black / African / Caribbean,2024-12-01,1.0,2.3,5.0,10.0,0,,,0,0-6m,38000,22800.0,1.08,0,2024.0
EMP01884,Technology,Senior Manager,Amsterdam,Female,White,2022-08-30,28.0,3.7,3.1,7.0,0,,,0,25-36m,88000,52800.0,1.66,0,2022.0
EMP01233,Operations,Senior Analyst,London,Female,White,2023-10-01,15.0,4.4,4.2,0.0,0,,,0,13-24m,52000,31200.0,0.72,0,2023.0
EMP02136,Technology,Senior Analyst,London,Male,Asian / Asian British,2023-10-01,15.0,3.2,3.4,4.0,0,,,0,13-24m,52000,31200.0,1.68,0,2023.0
EMP01979,Operations,Manager,London,Non-binary / prefer not to say,Not disclosed,2021-12-29,36.0,2.0,1.1,7.0,1,Career growth,2024-08-14,0,25-36m,68000,40800.0,3.54,1,2021.0
EMP01029,Operations,Director,London,Female,White,2020-01-28,59.0,3.4,4.5,10.0,0,,,0,37-60m,118000,70800.0,0.94,0,2020.0
EMP01648,Finance,Analyst,London,Male,Black / African / Caribbean,2024-07-01,6.0,1.8,3.3,16.0,1,Work-life balance,2024-10-15,0,0-6m,38000,22800.0,2.3,1,2024.0
EMP01807,Legal & Compliance,Senior Analyst,Amsterdam,Non-binary / prefer not to say,Asian / Asian British,2024-04-01,9.0,5.0,3.9,8.0,0,,,0,7-12m,52000,31200.0,0.66,0,2024.0
EMP01148,Operations,Senior Analyst,London,Male,Asian / Asian British,2022-05-31,31.0,4.2,2.9,12.0,0,,,0,25-36m,52000,31200.0,1.58,0,2022.0
EMP01289,Sales & Commercial,Senior Analyst,Manchester,Female,White,2023-04-01,21.0,4.1,3.5,14.0,0,,,0,13-24m,52000,31200.0,1.26,0,2023.0
EMP01701,Operations,Senior Analyst,London,Male,White,2023-01-30,23.0,3.0,4.7,13.0,0,,,0,13-24m,52000,31200.0,0.98,0,2023.0
EMP01481,Finance,Senior Analyst,London,Female,Not disclosed,2023-05-01,20.0,2.0,3.8,9.0,0,,,0,13-24m,52000,31200.0,1.92,0,2023.0
EMP01455,Technology,Analyst,London,Female,Asian / Asian British,2024-05-01,8.0,3.1,1.8,9.0,0,,,0,7-12m,38000,22800.0,2.68,1,2024.0
EMP01607,Technology,Manager,Amsterdam,Female,Other / prefer not to say,2022-04-30,32.0,3.1,2.7,9.0,0,,,0,25-36m,68000,40800.0,2.14,1,2022.0
EMP01619,Customer Success,Manager,London,Female,White,2021-06-29,42.0,3.5,2.2,10.0,1,Better opportunity,,1,37-60m,68000,40800.0,2.28,1,2021.0
EMP01457,Technology,Senior Analyst,London,Female,White,2023-12-31,12.0,3.9,3.3,3.0,0,,,0,7-12m,52000,31200.0,1.46,0,2023.0
EMP01832,Operations,Senior Analyst,Manchester,Female,Black / African / Caribbean,2022-07-31,29.0,4.5,4.0,8.0,0,,,0,25-36m,52000,31200.0,0.8,0,2022.0
EMP01915,Operations,Manager,London,Female,Black / African / Caribbean,2022-07-31,29.0,3.6,2.9,5.0,0,,,0,25-36m,68000,40800.0,1.82,0,2022.0
EMP01079,Sales & Commercial,Analyst,London,Female,White,2023-06-01,19.0,3.1,3.5,11.0,0,,,0,13-24m,38000,22800.0,1.66,0,2023.0
EMP01545,Finance,Senior Analyst,Dublin,Female,Other / prefer not to say,2024-06-01,7.0,3.4,2.4,1.0,0,,,0,7-12m,52000,31200.0,2.2,1,2024.0
EMP02062,Marketing,Manager,London,Female,White,2021-11-29,37.0,4.3,5.0,12.0,0,,,0,37-60m,68000,40800.0,0.28,0,2021.0
EMP01804,Finance,Analyst,Amsterdam,Male,Black / African / Caribbean,2021-11-29,37.0,3.5,2.8,10.0,0,,,0,37-60m,38000,22800.0,1.92,0,2021.0
EMP01016,Technology,Analyst,Lagos,Male,Mixed / Multiple ethnic groups,2024-12-01,1.0,3.9,3.5,7.0,0,,,0,0-6m,38000,22800.0,1.34,0,2024.0
EMP02053,Legal & Compliance,Manager,Dublin,Male,Asian / Asian British,2022-02-28,34.0,2.6,3.8,6.0,0,,,0,25-36m,68000,40800.0,1.68,0,2022.0
EMP02192,Operations,Analyst,London,Non-binary / prefer not to say,White,2023-12-31,12.0,3.1,3.5,0.0,0,,,0,7-12m,38000,22800.0,1.66,0,2023.0
EMP01284,Technology,Analyst,London,Male,White,2024-07-01,6.0,2.0,3.3,4.0,0,,,0,0-6m,38000,22800.0,2.22,1,2024.0
EMP02009,Sales & Commercial,Analyst,London,Non-binary / prefer not to say,Black / African / Caribbean,2023-10-01,15.0,2.8,4.4,7.0,0,,,0,13-24m,38000,22800.0,1.24,0,2023.0
EMP01560,Finance,Senior Analyst,Amsterdam,Female,White,2022-10-30,26.0,2.7,3.7,4.0,0,,,0,25-36m,52000,31200.0,1.7,0,2022.0
EMP01739,Operations,Senior Analyst,Manchester,Male,Not disclosed,2021-11-29,37.0,3.5,1.8,7.0,0,,,0,37-60m,52000,31200.0,2.52,1,2021.0
EMP01645,Technology,Director,Dublin,Male,White,2016-11-25,97.0,3.3,1.9,5.0,0,,,0,60m+,118000,70800.0,2.54,1,2016.0
EMP01286,Technology,Senior Analyst,London,Female,White,2021-06-29,42.0,2.5,3.1,7.0,0,,,0,37-60m,52000,31200.0,2.14,1,2021.0
EMP02088,Technology,Senior Analyst,London,Male,Mixed / Multiple ethnic groups,2023-06-01,19.0,3.3,3.5,11.0,0,,,0,13-24m,52000,31200.0,1.58,0,2023.0
EMP01038,Technology,Senior Analyst,London,Male,White,2022-07-31,29.0,2.9,2.8,0.0,0,,,0,25-36m,52000,31200.0,2.16,1,2022.0
EMP01573,Sales & Commercial,Senior Manager,Dublin,Male,White,2020-09-28,51.0,4.3,4.3,15.0,1,Better opportunity,2021-09-08,0,37-60m,88000,52800.0,0.7,0,2020.0
EMP01676,Marketing,Senior Analyst,Amsterdam,Female,White,2022-03-31,33.0,3.4,2.7,9.0,1,Work-life balance,2022-08-31,0,25-36m,52000,31200.0,2.02,1,2022.0
EMP01520,Technology,Analyst,London,Female,White,2024-07-01,6.0,3.8,2.7,11.0,1,Compensation,2024-09-26,0,0-6m,38000,22800.0,1.86,0,2024.0
EMP01919,Customer Success,Analyst,Amsterdam,Male,White,2024-03-01,10.0,2.3,3.1,23.0,1,Career growth,2024-09-30,0,7-12m,38000,22800.0,2.22,1,2024.0
EMP01694,Sales & Commercial,Analyst,Amsterdam,Female,White,2023-07-01,18.0,1.7,3.4,2.0,1,Compensation,2024-07-16,0,13-24m,38000,22800.0,2.28,1,2023.0
EMP01135,Legal & Compliance,Director,Dublin,Male,White,2018-11-27,73.0,3.1,3.4,14.0,0,,,0,60m+,118000,70800.0,1.72,0,2018.0
EMP01106,Sales & Commercial,Senior Manager,London,Female,White,2021-02-27,46.0,2.4,1.8,9.0,1,Better opportunity,2022-07-19,0,37-60m,88000,52800.0,2.96,1,2021.0
EMP01667,Sales & Commercial,Analyst,London,Female,Asian / Asian British,2024-12-01,1.0,1.9,3.1,13.0,0,,,0,0-6m,38000,22800.0,2.38,1,2024.0
EMP01709,Sales & Commercial,Senior Analyst,Manchester,Female,White,2023-10-01,15.0,2.5,3.4,6.0,1,Better opportunity,2024-01-01,0,13-24m,52000,31200.0,1.96,0,2023.0
EMP01126,Operations,Senior Analyst,London,Female,White,2022-05-31,31.0,4.0,4.2,4.0,0,,,0,25-36m,52000,31200.0,0.88,0,2022.0
EMP02151,Customer Success,Manager,Amsterdam,Male,White,2021-06-29,42.0,3.0,3.6,12.0,0,,,0,37-60m,68000,40800.0,1.64,0,2021.0
EMP01464,Operations,Senior Analyst,Manchester,Male,White,2023-08-01,17.0,3.9,3.1,0.0,0,,,0,13-24m,52000,31200.0,1.58,0,2023.0
EMP01700,Operations,Manager,London,Female,Black / African / Caribbean,2022-07-31,29.0,3.8,2.7,7.0,0,,,0,25-36m,68000,40800.0,1.86,0,2022.0
EMP02014,Technology,Director,London,Male,White,2018-09-27,75.0,4.5,4.2,4.0,0,,,0,60m+,118000,70800.0,0.68,0,2018.0
EMP01637,Operations,Analyst,London,Male,White,2024-06-01,7.0,3.3,3.6,8.0,0,,,0,7-12m,38000,22800.0,1.52,0,2024.0
EMP01385,Customer Success,Director,Amsterdam,Female,Asian / Asian British,2017-08-26,88.0,5.0,3.7,7.0,1,Work-life balance,2022-11-25,0,60m+,118000,70800.0,0.78,0,2017.0
