employee_id,department,job_level,location,gender,ethnicity,hire_date,tenure_months,performance_score,engagement_score,absence_days_ytd,left_company,exit_reason,exit_date
EMP01952,Finance,Analyst,London,Male,Asian / Asian British,2023-12-31,12,3.0,3.0,11.0,0,,
EMP01799,Finance,Analyst,London,Male,Black / African / Caribbean,2022-12-30,24,4.3,3.1,5.0,0,,
EMP01500,Marketing,Senior Analyst,London,Male,White,2022-09-30,27,1.5,3.6,0.0,1,Better opportunity,2024-01-13
EMP01200,Customer Success,Manager,London,Female,Black / African / Caribbean,2023-10-31,14,3.1,4.2,7.0,0,,
EMP02127,Technology,Senior Manager,Lagos,Female,Asian / Asian British,2020-10-28,50,5.0,,12.0,0,,
EMP01797,Legal & Compliance,Director,Lagos,Male,,2019-02-26,70,3.0,3.4,,0,,
EMP01510,Customer Success,Manager,London,Female,Mixed / Multiple ethnic groups,2022-09-30,27,3.4,2.8,2.0,0,,
EMP01374,Finance,Senior Manager,Manchester,Female,White,2020-04-28,56,4.3,5.0,3.0,0,,
EMP01442,Marketing,Senior Manager,Dublin,,White,2021-04-29,44,4.5,3.9,1.0,0,,
EMP01120,Operations,Analyst,Dublin,Male,White,2021-11-29,37,3.8,4.0,0.0,0,,
 EMP01490 ,People & Culture,Manager,Amsterdam,Male,Black / African / Caribbean,2021-12-29,36,2.9,3.6,13.0,1,Compensation,2022-03-31
EMP01819,Technology,Analyst,Dublin,Male,White,2024-10-31,2,3.7,4.6,5.0,1,Relocation,2024-12-31
 EMP01081 ,People & Culture,Manager,London,Female,White,2021-06-29,42,3.6,3.9,3.0,0,,
EMP01521,Operations,Analyst,London,Male,White,2024-06-01,7,2.3,,5.0,1,Work-life balance,2024-12-05
EMP01693,Operations,Senior Manager,London,Female,White,2020-08-28,52,5.5,2.7,2.0,0,,
EMP02134,Sales & Commercial,Manager,London,Female,Other / prefer not to say,2022-06-30,30,2.8,2.1,4.0,1,Better opportunity,2023-08-10
EMP02098,Technology,Analyst,Amsterdam,Female,White,2022-11-30,25,3.3,2.7,8.0,0,,
EMP01375,Tech,Analyst,Manchester,Male,White,2024-12-01,1,2.5,4.1,6.0,0,,
EMP01212,Finance,Analyst,London,Male,Black / African / Caribbean,2024-08-31,4,3.6,3.8,10.0,0,,
EMP02123,People & Culture,Manager,London,Male,White,2023-03-01,22,3.6,3.9,1.0,0,,
EMP01638,Sales & Commercial,Senior Analyst,Lagos,Female,Asian / Asian British,2021-11-29,37,4.2,2.3,10.0,0,,
EMP02103,People & Culture,Senior Analyst,Lagos,Female,White,2023-01-30,23,4.4,3.2,,0,,
EMP01202,Technology,Analyst,London,Female,White,2023-01-30,23,3.1,4.7,4.0,0,,
EMP01119,People & Culture,Analyst,Dublin,Male,Asian / Asian British,2024-12-01,1,4.1,2.7,0.0,0,,
EMP02007,Finance,Analyst,Amsterdam,Female,,2024-08-01,5,2.8,,5.0,0,,
EMP01577,Technology,Manager,Amsterdam,Female,White,2022-08-30,28,2.6,5.0,10.0,0,,
EMP01943,Finance,Manager,Manchester,Male,Asian / Asian British,2023-03-01,22,2.6,4.9,4.0,0,,
EMP01563,Technology,Analyst,London,Female,White,2022-11-30,25,2.4,2.1,5.0,1,Relocation,2024-05-12
EMP01907,Customer Success,Senior Manager,London,Female,Mixed / Multiple ethnic groups,2020-10-28,50,3.2,2.2,14.0,1,Better opportunity,2024-01-05
EMP01584,Sales & Commercial,Manager,Amsterdam,Male,White,2022-03-31,33,3.0,3.2,6.0,1,Compensation,2023-12-25
EMP01603,Technology,Senior Analyst,London,Male,Other / prefer not to say,2023-10-31,14,2.8,3.2,6.0,0,,
EMP01128,People & Culture,Manager,Lagos,Male,White,2022-02-28,34,3.9,2.1,1.0,0,,
 EMP02164 ,Customer Success,Senior Analyst,London,Male,Asian / Asian British,2022-04-30,32,2.1,3.3,15.0,0,,
EMP01792,Operations,Analyst,Amsterdam,Female,White,2024-08-01,5,1.4,2.8,5.0,0,,
EMP01814,Legal & Compliance,Analyst,Dublin,Female,White,2024-12-01,1,2.5,3.7,9.0,0,,
EMP01400,Customer Success,Senior Manager,London,Male,White,2019-10-28,62,2.6,3.3,11.0,1,Relocation,2021-02-28
EMP01175,Finance,Analyst,London,Female,White,2024-06-01,7,4.7,3.6,5.0,0,,
EMP01321,Operations,Analyst,Amsterdam,Non-binary / prefer not to say,White,2023-10-01,15,4.9,3.7,18.0,0,,
EMP01980,Operations,Senior Analyst,Dublin,Female,White,2024-01-31,11,4.2,2.3,0.0,0,,
EMP01470,Marketing,Senior Manager,London,Female,White,2020-12-28,48,3.0,2.7,4.0,1,Redundancy,2022-12-22
EMP01790,Legal & Compliance,Manager,Dublin,Male,Black / African / Caribbean,2022-07-31,29,4.3,3.7,5.0,0,,
EMP02150,People & Culture,Analyst,Manchester,Female,Asian / Asian British,2022-11-30,25,4.0,3.0,,0,,
EMP01080,Technology,Senior Analyst,Dublin,Male,Asian / Asian British,2024-10-31,2,3.6,3.6,10.0,0,,
EMP01715,Sales & Commercial,Senior Analyst,London,Non-binary / prefer not to say,White,2024-05-01,8,3.7,3.3,9.0,1,Better opportunity,2024-10-05
EMP01458,Operations,Senior Analyst,London,Male,White,2021-09-29,39,3.8,4.2,3.0,0,,
EMP01291,Technology,Analyst,Manchester,Female,White,2024-03-01,10,3.0,4.7,7.0,0,,
EMP01371,Technology,Manager,London,Non-binary / prefer not to say,,2021-10-29,38,4.2,3.2,,0,,2024-06-01
EMP01936,Sales & Commercial,Senior Manager,Dublin,Female,Black / African / Caribbean,2019-11-28,61,3.0,2.3,6.0,0,,
EMP01478,Operations,Senior Analyst,London,Male,White,2023-03-01,22,,2.5,8.0,0,,
EMP01910,Sales & Commercial,Director,Manchester,Non-binary / prefer not to say,Mixed / Multiple ethnic groups,2019-06-28,66,3.3,3.1,4.0,0,,
EMP02043,Sales & Commercial,Manager,London,Female,White,2021-09-29,39,4.4,4.1,10.0,0,,
EMP01830,Operations,Manager,London,Female,White,2022-01-29,35,3.4,4.2,7.0,0,,
EMP01474,People & Culture,Senior Manager,London,Female,Asian / Asian British,2019-10-28,62,4.5,3.8,14.0,0,,
EMP01198,People & Culture,Analyst,Manchester,Male,White,2024-03-01,10,2.1,3.0,11.0,0,,
EMP01186,Finance,Senior Analyst,Manchester,Male,White,2023-07-01,18,2.7,3.3,10.0,0,,
EMP01826,Legal & Compliance,Analyst,Amsterdam,Male,Asian / Asian British,2023-03-01,22,3.4,2.4,6.0,0,,
EMP01422,Customer Success,Analyst,London,Male,White,2024-07-01,6,3.6,3.9,10.0,0,,
EMP01452,OPERATIONS,Senior Analyst,London,Female,Other / prefer not to say,2022-11-30,25,3.2,4.2,2.0,0,,
EMP01257,Legal & Compliance,Manager,Amsterdam,Male,White,2021-11-29,37,3.5,3.2,6.0,0,,
EMP01136,Sales & Commercial,Manager,Amsterdam,Male,White,2022-01-29,35,4.3,3.8,1.0,1,Compensation,2023-06-02
EMP02154,Finance,Senior Manager,Manchester,Female,Black / African / Caribbean,2019-02-26,70,2.1,2.7,9.0,1,Management,2022-06-04
EMP01818,Sales & Commercial,Senior Manager,London,Male,White,2019-05-29,67,3.5,2.8,10.0,0,,
EMP01583,Operations,Senior Analyst,Dublin,Female,White,2023-10-01,15,3.4,2.5,4.0,0,,
EMP01809,Operations,Analyst,London,Male,,2022-08-30,28,1.9,3.1,8.0,1,Better opportunity,2023-08-25
EMP02097,Sales & Commercial,Analyst,Amsterdam,Female,Mixed / Multiple ethnic groups,2023-12-01,13,2.3,1.0,2.0,0,,
EMP02129,Sales & Commercial,Manager,Lagos,Female,Black / African / Caribbean,2026-03-15,48,4.6,3.6,23.0,0,,
EMP01050,Technology,Manager,London,Non-binary / prefer not to say,White,2021-10-29,38,4.6,4.3,0.0,0,,
EMP01895,Finance,Analyst,Lagos,Female,Asian / Asian British,2023-10-01,15,2.1,2.7,,1,Better opportunity,2024-12-24
EMP01624,Operations,Manager,London,Female,White,2021-04-29,44,2.5,4.4,0.0,0,,
EMP01527,Operations,Senior Analyst,Amsterdam,Female,White,2024-08-01,5,2.8,4.3,6.0,0,,
EMP01646,People & Culture,Analyst,Dublin,Female,White,2024-12-01,1,2.4,2.8,2.0,0,,
EMP01772,People & Culture,Senior Manager,London,Male,White,2021-08-29,40,2.6,4.7,15.0,0,,
EMP01463,Customer Success,Senior Manager,Lagos,Female,White,2022-01-29,35,3.0,3.1,15.0,0,,
EMP01604,Technology,Analyst,Manchester,Non-binary / prefer not to say,White,2024-06-01,7,3.7,4.0,9.0,0,,
EMP02019,Legal & Compliance,Senior Manager,London,Male,,2020-07-29,53,2.7,,1.0,0,,
EMP02046,finance,Senior Analyst,Manchester,Female,White,2023-07-01,18,4.0,2.4,19.0,0,,
EMP01469,Sales & Commercial,Analyst,London,Female,Asian / Asian British,2024-05-01,8,3.3,3.8,10.0,1,Management,
EMP01034,Legal & Compliance,Analyst,London,Male,White,2023-10-31,14,3.2,4.7,10.0,0,,
EMP01417,Sales & Commercial,Director,Manchester,Female,White,2018-05-28,79,-1.0,3.2,,1,Compensation,2019-05-15
EMP01248,Marketing,Senior Manager,Manchester,Female,White,2022-05-31,31,4.2,3.1,8.0,0,,
EMP01613,Finance,Analyst,London,Female,Asian / Asian British,2024-05-01,8,3.2,3.7,14.0,0,,
EMP01786,Legal & Compliance,Analyst,Manchester,Female,White,2023-07-01,18,3.0,1.9,0.0,0,,
EMP02199,Customer Success,Manager,London,Male,,2022-10-30,26,3.4,,0.0,1,Work-life balance,
EMP01856,Technology,Manager,London,Male,White,2024-05-01,8,2.7,4.1,,0,,
EMP01217,Sales & Commercial,Analyst,London,Male,White,2024-05-01,8,2.1,2.9,7.0,1,Better opportunity,2024-10-05
EMP02196,People & Culture,Senior Analyst,Manchester,Male,Black / African / Caribbean,2023-01-30,23,3.7,4.5,12.0,0,,
EMP01794,Finance,Analyst,London,Male,Other / prefer not to say,2024-08-01,5,,4.1,7.0,0,,
EMP01544,Finance,Analyst,Dublin,Female,White,2023-06-01,19,3.5,4.2,,0,,
EMP01494,Technology,Analyst,Dublin,Female,White,2024-12-01,1,3.5,3.1,2.0,1,Compensation,2025-01-31
EMP01465,Marketing,Director,London,Female,Other / prefer not to say,2018-02-25,82,3.8,2.8,7.0,0,,
EMP01392,Operations,Director,Lagos,Male,Black / African / Caribbean,2019-01-27,71,4.6,4.0,2.0,0,,
EMP01439,Customer Success,Director,Dublin,Female,White,2018-09-27,75,3.5,3.8,2.0,1,Compensation,2024-11-21
EMP02016,Legal & Compliance,Senior Analyst,Manchester,Male,White,2022-12-30,24,3.9,4.6,14.0,0,,
EMP01327,Operations,Analyst,London,Female,White,2024-03-01,10,2.4,4.5,18.0,0,,
EMP01876,Technology,Senior Manager,Amsterdam,Female,White,2020-10-28,50,4.1,5.0,10.0,0,,
EMP01466,Sales & Commercial,Senior Manager,Manchester,Male,White,2020-10-28,50,2.7,2.3,0.0,0,,
EMP01554,Operations,Analyst,Manchester,Male,White,2023-08-31,16,4.8,2.9,3.0,0,,
EMP01062,Sales & Commercial,Manager,Amsterdam,Female,Asian / Asian British,2021-10-29,38,3.9,4.0,7.0,0,,
EMP01419,Finance,Senior Analyst,London,Male,White,2021-04-29,44,5.0,4.0,3.0,0,,
EMP01995,Sales & Commercial,Analyst,Amsterdam,Male,White,2024-12-01,1,3.1,3.8,1.0,1,Career growth,2025-01-30
EMP02197,Marketing,Analyst,London,Male,White,2023-01-30,23,3.2,3.6,6.0,1,Work-life balance,2023-05-30
EMP01539,Operations,Senior Analyst,Lagos,Female,Mixed / Multiple ethnic groups,2022-02-28,34,3.3,5.0,7.0,0,,
EMP01156,Sales & Commercial,Senior Manager,Lagos,Male,Asian / Asian British,2019-02-26,70,2.5,4.0,9.0,1,Better opportunity,2020-11-16
EMP02112,Sales & Commercial,Senior Manager,London,Male,Mixed / Multiple ethnic groups,2022-04-30,32,2.5,2.7,6.0,0,,
EMP02049,People & Culture,Manager,Manchester,Female,White,2023-01-30,23,,4.2,10.0,0,,
EMP02178,Technology,Manager,Manchester,Male,White,2022-10-30,26,,3.9,8.0,0,,
EMP01367,Marketing,Manager,Manchester,Male,White,2022-08-30,28,3.3,3.3,3.0,0,,
EMP01349,Sales & Commercial,Analyst,Amsterdam,Male,Black / African / Caribbean,2024-10-31,2,3.2,3.9,7.0,0,,
EMP01944,Customer Success,Senior Analyst,London,Male,Other / prefer not to say,2023-03-01,22,2.7,3.8,7.0,0,,
EMP02105,Marketing,Director,Amsterdam,Male,White,2020-08-28,52,2.6,3.8,5.0,0,,
EMP01167,Sales & Commercial,Manager,London,Female,Other / prefer not to say,2021-06-29,42,3.7,2.0,14.0,1,Compensation,
EMP02003,People & Culture,Senior Analyst,Lagos,Female,White,2023-08-31,16,3.9,2.3,,0,,
EMP01926,Technology,Manager,Dublin,Male,Black / African / Caribbean,2022-01-29,35,3.3,4.4,5.0,0,,
EMP01547,Technology,Analyst,Manchester,Male,White,2024-08-31,4,,4.5,8.0,0,,
EMP01205,Finance,Manager,London,Male,Asian / Asian British,2021-12-29,36,4.3,3.5,,0,,
 EMP02114 ,Operations,Manager,Amsterdam,Female,White,2026-03-15,30,3.1,3.1,,0,,
EMP01606,OPERATIONS,Manager,Amsterdam,Male,Mixed / Multiple ethnic groups,2022-09-30,27,4.0,3.4,,0,,
EMP02104,Legal & Compliance,Analyst,London,Female,White,2024-06-01,7,4.0,3.2,0.0,0,,
EMP01187,Customer Success,Manager,London,Female,Black / African / Caribbean,2020-11-28,49,3.9,2.3,6.0,0,,
EMP02181,Marketing,Senior Manager,Manchester,Male,Black / African / Caribbean,2019-06-28,66,4.5,4.7,7.0,0,,
EMP02035,Technology,Manager,Dublin,Male,Asian / Asian British,2021-06-29,42,3.1,5.0,9.0,0,,
EMP01010,Customer Success,Director,Manchester,Non-binary / prefer not to say,Asian / Asian British,2018-08-27,76,4.2,4.5,4.0,0,,
EMP01011,Technology,Senior Analyst,Dublin,Female,White,2023-03-01,22,3.3,4.4,3.0,0,,
EMP02141,Customer Success,Manager,London,Female,White,2021-09-29,39,2.5,2.7,6.0,0,,
EMP01851,Technology,Senior Analyst,Manchester,Male,Asian / Asian British,2021-10-29,38,3.3,4.3,4.0,0,,
EMP02117,Technology,Analyst,London,Female,Other / prefer not to say,2024-10-31,2,2.2,2.6,10.0,0,,
EMP01556,Operations,Senior Manager,Dublin,Male,White,2019-05-29,67,2.6,1.9,15.0,0,,
EMP01290,Operations,Senior Analyst,London,Male,White,2023-10-31,14,3.3,2.6,0.0,1,Better opportunity,2024-10-07
EMP01428,People & Culture,Senior Analyst,London,Male,Mixed / Multiple ethnic groups,2024-03-01,10,2.3,2.5,9.0,0,,
EMP01562,Technology,Senior Manager,London,Male,White,2021-04-29,44,4.1,3.8,0.0,0,,
EMP01677,technology,Manager,Lagos,Male,White,2022-03-31,33,2.9,2.4,2.0,0,,
EMP02183,finance,Senior Manager,London,Female,Other / prefer not to say,2020-09-28,51,4.3,3.7,0.0,0,,
EMP02187,finance,Senior Analyst,Manchester,Female,White,2022-08-30,28,2.7,3.5,3.0,0,,
EMP01896,Technology,Manager,London,Female,White,2021-03-30,45,3.5,4.0,11.0,0,,
EMP01720,Customer Success,Senior Analyst,London,Female,Black / African / Caribbean,2023-01-30,23,3.1,3.4,6.0,0,,
EMP01152,Sales & Commercial,Senior Analyst,London,Female,White,2022-10-30,26,3.4,3.9,9.0,0,,
EMP01113,Legal & Compliance,Senior Analyst,London,Female,White,2022-03-31,33,3.4,4.4,8.0,0,,
EMP01928,Operations,Analyst,Manchester,Female,,2024-08-01,5,3.7,2.9,5.0,0,,
EMP01424,Operations,Director,London,Female,White,2019-01-27,71,3.5,4.4,1.0,0,,
EMP01963,Sales & Commercial,Senior Analyst,Dublin,Female,Other / prefer not to say,2021-09-29,39,2.8,2.2,13.0,1,Compensation,2023-08-19
EMP02106,Technology,Senior Analyst,Manchester,Male,Black / African / Caribbean,2021-12-29,36,2.6,3.1,10.0,0,,
EMP01462,Finance,Senior Analyst,London,Male,Asian / Asian British,2023-08-31,16,2.8,4.2,7.0,0,,
EMP02152,Customer Success,Senior Manager,London,Male,White,2021-10-29,38,3.1,3.6,6.0,0,,
EMP01001,Sales & Commercial,Manager,London,Male,White,2022-11-30,25,3.6,3.8,13.0,0,,
EMP01788,Operations,Senior Analyst,London,Male,White,2024-07-01,6,3.9,4.8,,0,,
EMP01946,Technology,Senior Manager,Dublin,Female,Black / African / Caribbean,2019-05-29,67,3.1,3.9,7.0,0,,
EMP01877,Customer Success,Analyst,Amsterdam,Male,White,2023-05-01,20,2.8,3.0,1.0,0,,
EMP01712,Operations,Senior Manager,London,Non-binary / prefer not to say,Mixed / Multiple ethnic groups,2020-12-28,48,3.1,3.5,4.0,0,,
EMP01663,Finance,Analyst,Manchester,Male,White,2024-12-01,1,1.8,3.1,9.0,0,,
EMP01674,OPERATIONS,Senior Manager,London,Male,Black / African / Caribbean,2020-06-28,54,2.4,4.1,10.0,0,,
EMP01908,Sales & Commercial,Senior Manager,London,Male,White,2020-04-28,56,3.4,3.7,3.0,1,Compensation,2024-11-07
EMP01412,Marketing,Manager,Manchester,Male,White,2022-05-31,31,3.4,4.0,,0,,
EMP01323,Finance,Senior Analyst,Dublin,Female,White,2024-04-01,9,3.0,3.2,8.0,0,,
EMP01002,Marketing,Analyst,London,Female,White,2023-08-31,16,1.5,3.9,12.0,0,,
EMP02137,People & Culture,Senior Analyst,London,Female,Black / African / Caribbean,2023-10-01,15,4.4,3.3,9.0,0,,
EMP01436,Customer Success,Analyst,Amsterdam,Non-binary / prefer not to say,White,2024-03-01,10,1.5,3.9,3.0,0,,
EMP01453,Operations,Analyst,London,Female,Black / African / Caribbean,2023-03-01,22,3.4,3.2,9.0,1,Career growth,2024-08-15
EMP01039,Finance,Director,Manchester,Male,White,2018-12-27,72,4.4,3.9,0.0,0,,
EMP01184,People & Culture,Analyst,London,Female,Asian / Asian British,2023-10-31,14,2.4,2.2,7.0,0,,
EMP01218,Customer Success,Analyst,London,Female,White,2023-08-31,16,3.3,3.4,20.0,0,,
EMP01985,Customer Success,Manager,London,Female,White,2021-08-29,40,2.7,2.7,14.0,0,,
EMP01307,Operations,Manager,London,Female,White,2020-08-28,52,3.0,,6.0,0,,
EMP02090,Sales & Commercial,Analyst,London,Non-binary / prefer not to say,,2023-10-31,14,2.0,2.7,17.0,1,Career growth,
EMP01550,Customer Success,Analyst,Lagos,Female,Black / African / Caribbean,2023-07-01,18,1.7,,13.0,0,,
EMP01314,Marketing,Analyst,London,Non-binary / prefer not to say,Black / African / Caribbean,2023-03-01,22,3.4,1.7,19.0,0,,
EMP01860,Technology,Senior Analyst,Amsterdam,Female,Black / African / Caribbean,2023-06-01,19,3.0,3.2,7.0,0,,
EMP01332,Customer Success,Manager,Manchester,Male,White,2023-03-01,22,3.7,,,1,Relocation,2023-12-19
EMP01037,Sales & Commercial,Senior Manager,London,Female,White,2019-08-28,64,3.8,1.8,9.0,1,Management,2020-08-07
EMP02036,Finance,Manager,London,Non-binary / prefer not to say,Black / African / Caribbean,2022-01-29,35,3.4,3.7,5.0,1,Career growth,2022-09-15
EMP02131,Customer Success,Analyst,London,Male,White,2024-05-01,8,2.6,2.7,0.0,1,Better opportunity,2024-08-26
EMP02110,Technology,Senior Analyst,London,Female,White,2024-03-01,10,3.0,3.6,13.0,0,,
EMP01959,technology,Senior Analyst,Amsterdam,Female,White,2023-03-01,22,4.0,2.3,16.0,0,,
EMP01757,Finance,Manager,Lagos,Male,White,2022-08-30,28,2.3,4.1,7.0,0,,
EMP01578,Legal & Compliance,Senior Analyst,London,Female,White,2023-12-31,12,4.3,2.9,1.0,0,,
EMP01996,Technology,Senior Analyst,Lagos,Female,Asian / Asian British,2023-06-01,19,2.5,3.5,9.0,0,,
EMP01434,Technology,Manager,London,Non-binary / prefer not to say,White,2021-03-30,45,4.8,4.2,3.0,0,,
EMP01164,Operations,Manager,London,Male,Asian / Asian British,2022-01-29,35,4.0,3.4,11.0,0,,
EMP01264,Operations,Manager,Dublin,Male,White,2022-01-29,35,3.4,4.2,14.0,0,,
EMP01232,OPERATIONS,Senior Analyst,Dublin,Female,White,2022-11-30,25,2.2,2.3,0.0,1,Compensation,2024-01-31
EMP01303,Operations,Analyst,London,Female,White,2023-06-01,19,2.9,2.6,7.0,0,,
EMP01176,Technology,Senior Manager,Manchester,Female,White,2021-06-29,42,3.0,3.6,2.0,0,,
EMP01760,Customer Success,Manager,London,Male,Black / African / Caribbean,2021-02-27,46,3.0,4.1,18.0,0,,
EMP01150,Sales & Commercial,Analyst,London,Female,Asian / Asian British,2022-11-30,25,3.3,3.7,6.0,0,,
EMP02172,Marketing,Senior Manager,Manchester,Male,White,2019-08-28,64,3.4,3.4,7.0,0,,
EMP01072,Technology,Senior Manager,Lagos,Male,White,2021-02-27,46,3.2,4.8,4.0,0,,
EMP01169,Technology,Analyst,Amsterdam,Male,Other / prefer not to say,2024-05-01,8,2.7,5.0,10.0,0,,
EMP01456,Operations,Director,Manchester,,White,2018-10-27,74,2.7,4.0,1.0,0,,
EMP01090,Operations,Analyst,London,Male,Black / African / Caribbean,2024-03-01,10,,3.6,0.0,0,,
EMP01118,Technology,Manager,Manchester,Male,White,2021-08-29,40,2.9,3.8,,1,Management,
EMP01966,Sales & Commercial,Director,Manchester,Female,Asian / Asian British,2019-08-28,64,2.9,2.7,7.0,1,Better opportunity,2020-02-22
EMP01322,Customer Success,Director,Dublin,Male,Mixed / Multiple ethnic groups,2019-03-29,69,3.9,5.0,3.0,0,,
EMP01933,Marketing,Senior Analyst,London,Male,Black / African / Caribbean,2023-08-01,17,3.3,2.6,8.0,1,Compensation,2024-06-06
EMP01460,TECHNOLOGY,Senior Analyst,London,Non-binary / prefer not to say,Mixed / Multiple ethnic groups,2023-04-01,21,3.3,2.7,7.0,1,Career growth,2024-03-02
EMP02195,Technology,Senior Manager,Manchester,Male,White,2019-12-28,60,3.6,3.9,5.0,0,,
EMP01800,Legal & Compliance,Analyst,London,Male,Black / African / Caribbean,2024-08-31,4,2.5,2.7,17.0,1,Career growth,2024-11-20
EMP01879,Technology,Director,London,Female,Black / African / Caribbean,2018-06-27,78,4.0,3.3,8.0,0,,
EMP01242,Marketing,Analyst,London,Male,Black / African / Caribbean,2024-12-01,1,2.2,2.3,,1,Work-life balance,2025-01-31
EMP01847,Technology,Analyst,Manchester,Male,White,2024-12-01,1,3.7,2.4,3.0,1,Better opportunity,2025-01-30
 EMP01271 ,Customer Success,Senior Analyst,Manchester,Male,White,2024-08-31,4,4.9,2.1,20.0,0,,
EMP01112,Technology,Senior Manager,Amsterdam,Female,White,2020-08-28,52,3.4,2.3,,0,,
EMP01596,Operations,Analyst,Amsterdam,Male,White,2023-10-31,14,3.1,,4.0,0,,
EMP01517,Sales & Commercial,Analyst,Dublin,Female,,2023-05-01,20,1.5,1.7,9.0,1,Compensation,2024-05-17
EMP01227,Marketing,Analyst,London,Male,White,2024-01-31,11,3.2,2.8,8.0,0,,
EMP01497,OPERATIONS,Analyst,Manchester,Male,White,2023-07-01,18,4.0,2.9,13.0,0,,
EMP01499,Marketing,Director,London,Male,,2017-06-26,90,3.3,4.5,11.0,0,,
EMP01968,Sales & Commercial,Analyst,London,Male,White,2023-07-01,18,2.1,3.7,8.0,1,Better opportunity,2023-12-31
EMP02034,Technology,Senior Manager,London,Female,White,2020-10-28,50,,2.8,1.0,1,Better opportunity,2024-01-26
EMP01196,Sales & Commercial,Senior Manager,Dublin,Female,Mixed / Multiple ethnic groups,2020-04-28,56,4.6,3.6,9.0,0,,
EMP01337,People & Culture,Analyst,Lagos,Male,Black / African / Caribbean,2024-01-31,11,3.8,2.7,7.0,0,,
EMP01775,Customer Success,Analyst,London,Female,Black / African / Caribbean,2026-03-15,1,2.8,4.4,10.0,0,,
EMP01865,OPERATIONS,Analyst,Dublin,Female,,2023-08-31,16,4.2,3.1,12.0,0,,
EMP01719,Technology,Senior Analyst,London,Male,White,2023-08-01,17,3.5,2.8,0.0,0,,
EMP01138,Customer Success,Manager,London,Female,White,2022-06-30,30,3.2,4.2,8.0,0,,
EMP01813,Technology,Senior Manager,London,Female,Asian / Asian British,2020-10-28,50,2.9,2.6,4.0,1,Career growth,2021-11-15
EMP01529,Technology,Senior Manager,Dublin,Male,White,2019-06-28,66,3.3,3.0,10.0,0,,
EMP01508,Customer Success,Analyst,London,Male,White,2023-05-01,20,3.5,4.2,,1,Better opportunity,2024-02-01
EMP01727,Technology,Manager,Dublin,Male,Black / African / Caribbean,2022-11-30,25,3.4,5.0,4.0,0,,
EMP01394,Customer Success,Analyst,London,Male,Mixed / Multiple ethnic groups,2024-08-01,5,2.1,2.1,7.0,1,Compensation,2024-11-16
EMP01383,Finance,Manager,Lagos,Male,White,2022-02-28,34,4.3,4.7,,0,,
EMP01222,Operations,Senior Analyst,Amsterdam,Male,White,2022-05-31,31,2.7,2.9,9.0,0,,
EMP01976,Sales & Commercial,Senior Manager,Dublin,Male,,2020-04-28,56,3.3,3.2,7.0,0,,
EMP01678,Sales & Commercial,Senior Analyst,London,Male,Black / African / Caribbean,2022-03-31,33,3.4,2.5,1.0,1,Career growth,2024-07-11
EMP01904,Operations,Manager,London,Male,White,2021-05-30,43,2.7,3.6,12.0,0,,
EMP01329,Operations,Senior Manager,London,Female,White,2020-10-28,50,4.6,3.3,15.0,0,,
EMP01013,Customer Success,Analyst,Manchester,Male,White,2022-08-30,28,3.4,1.7,5.0,1,Better opportunity,2022-11-23
EMP01889,Technology,Senior Manager,Amsterdam,Female,White,2020-10-28,50,5.0,3.1,16.0,1,Career growth,2022-02-07
EMP01084,Technology,Analyst,London,Male,White,2024-04-01,9,2.5,5.0,5.0,0,,
EMP01207,Technology,Senior Manager,London,Male,Asian / Asian British,2019-09-28,63,3.6,3.7,6.0,0,,
EMP01104,Operations,Senior Analyst,Lagos,Female,White,2023-03-01,22,3.3,2.9,9.0,1,Better opportunity,2023-08-03
EMP01310,Sales & Commercial,Manager,London,Male,Other / prefer not to say,2023-06-01,19,2.8,5.0,,0,,
EMP01755,Technology,Director,London,Female,Asian / Asian British,2018-11-27,73,3.3,3.6,17.0,0,,
EMP02078,Finance,Senior Analyst,Manchester,Non-binary / prefer not to say,Black / African / Caribbean,2023-06-01,19,4.3,4.5,11.0,0,,
EMP01181,Sales & Commercial,Analyst,London,Male,Other / prefer not to say,2023-05-01,20,3.4,3.1,5.0,1,Better opportunity,2024-04-09
EMP01857,Technology,Senior Analyst,Dublin,Female,Black / African / Caribbean,2022-03-31,33,2.5,3.5,11.0,0,,
EMP02146,People & Culture,Manager,London,Male,White,2021-09-29,39,4.9,4.6,13.0,0,,
EMP01498,Technology,Analyst,London,Male,Black / African / Caribbean,2023-04-01,21,2.8,2.3,11.0,0,,
EMP01317,Operations,Manager,Manchester,Female,White,2021-01-28,47,2.3,,14.0,0,,
EMP01142,Sales & Commercial,Senior Analyst,Dublin,Female,White,2022-12-30,24,3.6,5.0,5.0,0,,
EMP01973,Customer Success,Analyst,London,Male,White,2024-05-01,8,,2.9,7.0,0,,2024-06-01
EMP01328,Finanace,Senior Analyst,London,Female,White,2023-08-01,17,3.1,2.1,12.0,0,,
EMP01661,Sales & Commercial,Manager,London,Male,Asian / Asian British,2021-11-29,37,4.5,3.2,10.0,0,,
EMP01347,Finance,Senior Manager,Manchester,Female,Black / African / Caribbean,2020-03-29,57,2.8,2.2,10.0,0,,
EMP01211,Operations,Analyst,Amsterdam,Female,White,2023-12-31,12,3.1,2.5,3.0,0,,
 EMP01568 ,Operations,Senior Analyst,Manchester,Male,White,2022-12-30,24,3.0,2.1,3.0,0,,
